sys_sample_code,chemical_name,cas_rn,fraction,lab_qualifiers,lab_sdg,sample_date,result_value,result_unit,qc_original_conc,qc_spike_added,qc_spike_measured,qc_spike_status,method_detection_limit,detection_limit_unit,quantitation_limit,sample_type_code,DEC_sample_type,analysis_date
13-WALK-2.1-10032018-W,Nitrate+Nitrite as Nitrogen,NO3NO2N,TRUE,,R1809618,10/3/2018 10:00,0.653,mg/l,NA,NA,NA,,7.00E-04,mg/l,0.002,N,N,10/11/2018 17:19
13-WALK-2.1-10032018-W,"NITROGEN, NITRITE",14797-65-0,TRUE,U,R1809618,10/3/2018 10:00,NA,mg/l,NA,NA,NA,,0.007,mg/l,0.01,N,N,10/4/2018 21:38
13-WALK-2.1-10032018-W,Nitrogen,KN,TRUE,,R1809618,10/3/2018 10:00,1.47,mg/l,NA,NA,NA,,NA,mg/l,0.1,N,N,10/12/2018 12:35
13-WALK-2.1-10032018-W,"NITROGEN, KJELDAHL, TOTAL",KN,TRUE,,R1809618,10/3/2018 10:00,0.82,mg/l,NA,NA,NA,,0.08,mg/l,0.1,N,N,10/12/2018 12:35
13-WALK-2.1-10032018-W,"PHOSPHORUS, TOTAL (AS P)",7723-14-0,TRUE,,R1809618,10/3/2018 10:00,0.144,mg/l,NA,NA,NA,,0.01,mg/l,0.025,N,N,10/15/2018 18:29
13-WALK-2.1-10032018-W,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",TDS,TRUE,,R1809618,10/3/2018 10:00,183,mg/l,NA,NA,NA,,4,mg/l,10,N,N,10/10/2018 11:10
13-WALK-2.1-10032018-W,TURBIDITY,TURB,TRUE,,R1809618,10/3/2018 10:00,8.17,ntu,NA,NA,NA,,0.06,ntu,0.1,N,N,10/4/2018 21:40
13-WALK-2.1-10032018-W,Magnesium,7439-95-4,TRUE,,R1809618,10/3/2018 10:00,7360,ug/l,NA,NA,NA,,29,ug/l,1000,N,N,10/12/2018 20:29
13-WALK-2.1-10032018-W,Cadmium,7440-43-9,TRUE,U,R1809618,10/3/2018 10:00,NA,ug/l,NA,NA,NA,,0.064,ug/l,1,N,N,10/16/2018 16:50
13-WALK-2.1-10032018-W,Copper,7440-50-8,TRUE,,R1809618,10/3/2018 10:00,4.2,ug/l,NA,NA,NA,,0.66,ug/l,1,N,N,10/16/2018 16:50
13-WALK-2.1-10032018-W,Aluminum,7429-90-5,TRUE,,R1809618,10/3/2018 10:00,844,ug/l,NA,NA,NA,,23,ug/l,100,N,N,10/22/2018 13:40
13-WALK-2.1-10032018-W,Arsenic,7440-38-2,TRUE,,R1809618,10/3/2018 10:00,1.3,ug/l,NA,NA,NA,,0.39,ug/l,1,N,N,10/16/2018 16:50
13-WALK-2.1-10032018-W,Nickel,7440-02-0,TRUE,,R1809618,10/3/2018 10:00,2.5,ug/l,NA,NA,NA,,0.26,ug/l,1,N,N,10/16/2018 16:50
13-WALK-2.1-10032018-W,Silver,7440-22-4,TRUE,U,R1809618,10/3/2018 10:00,NA,ug/l,NA,NA,NA,,0.039,ug/l,1,N,N,10/16/2018 16:50
13-WALK-2.1-10032018-W,Lead,7439-92-1,TRUE,,R1809618,10/3/2018 10:00,1.8,ug/l,NA,NA,NA,,0.067,ug/l,1,N,N,10/16/2018 16:50
13-WALK-2.1-10032018-W,Calcium,7440-70-2,TRUE,,R1809618,10/3/2018 10:00,28600,ug/l,NA,NA,NA,,110,ug/l,1000,N,N,10/12/2018 20:29
13-WALK-2.1-10032018-W,Iron,7439-89-6,TRUE,,R1809618,10/3/2018 10:00,1700,ug/l,NA,NA,NA,,13,ug/l,100,N,N,10/12/2018 20:29
13-WALK-2.1-10032018-W,Zinc,7440-66-6,TRUE,,R1809618,10/3/2018 10:00,15.6,ug/l,NA,NA,NA,,2.5,ug/l,5,N,N,10/19/2018 12:53
13-WALK-2.1-10032018-WDUP,TURBIDITY,TURB,TRUE,,R1809618,10/3/2018 10:00,8.18,ntu,8.17,NA,NA,,0.06,ntu,0.1,LR,,10/4/2018 21:40
13-WALK-2.1-10032018-WMS,"NITROGEN, KJELDAHL, TOTAL",KN,TRUE,,R1809618,10/3/2018 10:00,3.14,mg/l,0.82,2.5,3.14,,0.08,mg/l,0.1,MS,,10/12/2018 12:36
13-WALK-2.1-10032018-WMS,CHLORIDE (AS CL),16887-00-6,TRUE,,R1809618,10/3/2018 10:00,56.6,mg/l,38.2,20,56.6,,0.2,mg/l,2,MS,,10/12/2018 19:22
13-WALK-2.1-10032018-WMS,Nitrate+Nitrite as Nitrogen,NO3NO2N,TRUE,,R1809618,10/3/2018 10:00,1.11,mg/l,0.653,0.5,1.11,,7.00E-04,mg/l,0.002,MS,,10/11/2018 17:21
13-WALK-2.1-10032018-WMSD,Nitrate+Nitrite as Nitrogen,NO3NO2N,TRUE,,R1809618,10/3/2018 10:00,1.11,mg/l,NA,NA,NA,,7.00E-04,mg/l,0.002,SD,,10/11/2018 17:22
13-WALK-2.1-10032018-WMSD,CHLORIDE (AS CL),16887-00-6,TRUE,,R1809618,10/3/2018 10:00,56.1,mg/l,NA,NA,NA,,0.2,mg/l,2,SD,,10/12/2018 19:27
13-WALK-2.1-10032018-WMSD,"NITROGEN, KJELDAHL, TOTAL",KN,TRUE,,R1809618,10/3/2018 10:00,3,mg/l,NA,NA,NA,,0.08,mg/l,0.1,SD,,10/12/2018 12:37
13-WALK-22.8-07102018-WMS,"NITROGEN, KJELDAHL, TOTAL",KN,TRUE,,R1806544,7/10/2018 13:20,3.28,mg/l,1.04,2.5,3.28,*,0.08,mg/l,0.2,MS,,7/25/2018 12:30
13-WALK-22.8-07102018-WMSD,"NITROGEN, KJELDAHL, TOTAL",KN,TRUE,,R1806544,7/10/2018 13:20,3.42,mg/l,NA,NA,NA,,0.08,mg/l,0.2,SD,,7/25/2018 12:31
13-WALK-22.8-07102018-W,Arsenic,7440-38-2,TRUE,,R1806544,7/10/2018 13:20,2.3,ug/l,NA,NA,NA,,0.39,ug/l,1,N,N,7/17/2018 15:17
13-WALK-22.8-07102018-W,CHLORIDE (AS CL),16887-00-6,TRUE,,R1806544,7/10/2018 13:20,106,mg/l,NA,NA,NA,,0.5,mg/l,8,N,N,7/16/2018 15:15
13-WALK-22.8-07102018-W,"Nitrogen, ammonia (As N)",7664-41-7,TRUE,,R1806544,7/10/2018 13:20,0.0274,mg/l,NA,NA,NA,,8.00E-04,mg/l,0.005,N,N,7/19/2018 17:41
13-WALK-22.8-07102018-W,Zinc,7440-66-6,TRUE,,R1806544,7/10/2018 13:20,5,ug/l,NA,NA,NA,,2.5,ug/l,5,N,N,7/17/2018 15:17
13-WALK-22.8-07102018-W,Chlorophyll A,479-61-8,TRUE,,R1806544,7/10/2018 13:20,38.1,ug/l,NA,NA,NA,,NA,ug/l,1.1,N,N,7/23/2018 12:00
13-WALK-22.8-07102018-W,Nitrogen,KN,TRUE,,R1806544,7/10/2018 13:20,1.46,mg/l,NA,NA,NA,,NA,mg/l,0.2,N,N,7/25/2018 12:30
13-WALK-22.8-07102018-W,"NITROGEN, KJELDAHL, TOTAL",KN,TRUE,,R1806544,7/10/2018 13:20,1.04,mg/l,NA,NA,NA,,0.08,mg/l,0.2,N,N,7/25/2018 12:30
13-WALK-22.8-07102018-W,"PHOSPHORUS, TOTAL (AS P)",7723-14-0,TRUE,,R1806544,7/10/2018 13:20,0.165,mg/l,NA,NA,NA,,0.01,mg/l,0.025,N,N,7/25/2018 20:16
13-WALK-22.8-07102018-W,Aluminum,7429-90-5,TRUE,,R1806544,7/10/2018 13:20,125,ug/l,NA,NA,NA,,2.3,ug/l,10,N,N,7/17/2018 15:17
13-WALK-22.8-07102018-W,"ALKALINITY, TOTAL (AS CaCO3)",ALK,TRUE,,R1806544,7/10/2018 13:20,159,mg/l,NA,NA,NA,,1,mg/l,2,N,N,7/23/2018 20:27
13-WALK-22.8-07102018-W,Lead,7439-92-1,TRUE,J,R1806544,7/10/2018 13:20,0.61,ug/l,NA,NA,NA,,0.067,ug/l,1,N,N,7/17/2018 15:17
13-WALK-22.8-07102018-W,Calcium,7440-70-2,TRUE,,R1806544,7/10/2018 13:20,55900,ug/l,NA,NA,NA,,110,ug/l,1000,N,N,7/18/2018 12:57
13-WALK-22.8-07102018-W,Nickel,7440-02-0,TRUE,,R1806544,7/10/2018 13:20,1.8,ug/l,NA,NA,NA,,0.26,ug/l,1,N,N,7/17/2018 15:17
13-WALK-22.8-07102018-W,Silver,7440-22-4,TRUE,U,R1806544,7/10/2018 13:20,NA,ug/l,NA,NA,NA,,0.039,ug/l,1,N,N,7/17/2018 15:17
13-WALK-22.8-07102018-W,Iron,7439-89-6,TRUE,,R1806544,7/10/2018 13:20,200,ug/l,NA,NA,NA,,13,ug/l,100,N,N,7/18/2018 12:57
13-WALK-22.8-07102018-W,Copper,7440-50-8,TRUE,,R1806544,7/10/2018 13:20,4.9,ug/l,NA,NA,NA,,0.66,ug/l,1,N,N,7/17/2018 15:17
13-WALK-22.8-07102018-W,Magnesium,7439-95-4,TRUE,,R1806544,7/10/2018 13:20,16000,ug/l,NA,NA,NA,,29,ug/l,1000,N,N,7/18/2018 12:57
13-WALK-22.8-07102018-W,Nitrate+Nitrite as Nitrogen,NO3NO2N,TRUE,,R1806544,7/10/2018 13:20,0.417,mg/l,NA,NA,NA,,7.00E-04,mg/l,0.002,N,N,7/27/2018 16:45
13-WALK-22.8-07102018-W,"NITROGEN, NITRITE",14797-65-0,TRUE,,R1806544,7/10/2018 13:20,0.013,mg/l,NA,NA,NA,,0.007,mg/l,0.01,N,N,7/12/2018 13:54
13-WALK-22.8-07102018-W,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",TDS,TRUE,,R1806544,7/10/2018 13:20,377,mg/l,NA,NA,NA,,4,mg/l,10,N,N,7/17/2018 17:35
13-WALK-22.8-07102018-W,TURBIDITY,TURB,TRUE,,R1806544,7/10/2018 13:20,8.28,ntu,NA,NA,NA,,0.06,ntu,0.1,N,N,7/12/2018 12:25
13-WALK-22.8-07102018-W,HARDNESS (AS CACO3),HARD,TRUE,,R1806544,7/10/2018 13:20,206,mg/l,NA,NA,NA,,NA,mg/l,6.62,N,N,7/18/2018 12:57
13-WALK-22.8-07102018-W,"NITROGEN, NITRATE (AS N)",14797-55-8,TRUE,,R1806544,7/10/2018 13:20,0.404,mg/l,NA,NA,NA,,NA,mg/l,0.01,N,N,7/12/2018 13:54
13-WALK-22.8-07102018-W,Cadmium,7440-43-9,TRUE,U,R1806544,7/10/2018 13:20,NA,ug/l,NA,NA,NA,,0.064,ug/l,1,N,N,7/17/2018 15:17
13-WALK-22.8-07242018-WSMS,Nitrate+Nitrite as Nitrogen,NO3NO2N,TRUE,,R1806960,7/24/2018 14:40,1.61,mg/l,1.24,0.5,1.61,*,7.00E-04,mg/l,0.002,MS,,8/23/2018 16:25
13-WALK-22.8-07242018-WSMS,"PHOSPHORUS, TOTAL (AS P)",7723-14-0,TRUE,,R1806960,7/24/2018 14:40,0.188,mg/l,0.212,0.025,0.188,*,0.01,mg/l,0.025,MS,,8/15/2018 19:35
13-WALK-22.8-07242018-WSMS,"NITROGEN, NITRITE",14797-65-0,TRUE,,R1806960,7/24/2018 14:40,0.271,mg/l,0.017,0.25,0.271,,0.007,mg/l,0.01,MS,,7/25/2018 14:37
13-WALK-22.8-07242018-WSMSD,"NITROGEN, NITRITE",14797-65-0,TRUE,,R1806960,7/24/2018 14:40,0.273,mg/l,NA,NA,NA,,0.007,mg/l,0.01,SD,,7/25/2018 14:37
13-WALK-22.8-07242018-WSMSD,"PHOSPHORUS, TOTAL (AS P)",7723-14-0,TRUE,,R1806960,7/24/2018 14:40,0.211,mg/l,NA,NA,NA,*,0.01,mg/l,0.025,SD,,8/15/2018 19:36
13-WALK-22.8-07242018-WSMSD,Nitrate+Nitrite as Nitrogen,NO3NO2N,TRUE,,R1806960,7/24/2018 14:40,1.61,mg/l,NA,NA,NA,*,7.00E-04,mg/l,0.002,SD,,8/23/2018 16:26
13-WALK-22.8-07242018-WS,"Nitrogen, ammonia (As N)",7664-41-7,TRUE,,R1806960,7/24/2018 14:40,0.0125,mg/l,NA,NA,NA,,8.00E-04,mg/l,0.005,N,N,7/27/2018 22:53
13-WALK-22.8-07242018-WS,"ALKALINITY, TOTAL (AS CaCO3)",ALK,TRUE,,R1806960,7/24/2018 14:40,129,mg/l,NA,NA,NA,,1,mg/l,2,N,N,7/28/2018 2:58
13-WALK-22.8-07242018-WS,Nitrogen,KN,TRUE,,R1806960,7/24/2018 14:40,2.23,mg/l,NA,NA,NA,,NA,mg/l,0.2,N,N,8/14/2018 15:08
13-WALK-22.8-07242018-WS,"NITROGEN, KJELDAHL, TOTAL",KN,TRUE,,R1806960,7/24/2018 14:40,0.99,mg/l,NA,NA,NA,,0.08,mg/l,0.2,N,N,8/14/2018 15:08
13-WALK-22.8-07242018-WS,"PHOSPHORUS, TOTAL (AS P)",7723-14-0,TRUE,,R1806960,7/24/2018 14:40,0.212,mg/l,NA,NA,NA,,0.01,mg/l,0.025,N,N,8/15/2018 19:32
13-WALK-22.8-07242018-WS,HARDNESS (AS CACO3),HARD,TRUE,,R1806960,7/24/2018 14:40,193,mg/l,NA,NA,NA,,NA,mg/l,6.62,N,N,7/30/2018 23:07
13-WALK-22.8-07242018-WS,Silver,7440-22-4,TRUE,U,R1806960,7/24/2018 14:40,NA,ug/l,NA,NA,NA,,0.039,ug/l,1,N,N,8/3/2018 13:58
13-WALK-22.8-07242018-WS,Iron,7439-89-6,TRUE,,R1806960,7/24/2018 14:40,568,ug/l,NA,NA,NA,,13,ug/l,100,N,N,7/30/2018 23:07
13-WALK-22.8-07242018-WS,CHLORIDE (AS CL),16887-00-6,TRUE,,R1806960,7/24/2018 14:40,93.6,mg/l,NA,NA,NA,,0.2,mg/l,2,N,N,8/8/2018 3:41
13-WALK-22.8-07242018-WS,Chlorophyll A,479-61-8,TRUE,,R1806960,7/24/2018 14:40,48.7,ug/l,NA,NA,NA,,NA,ug/l,2.3,N,N,8/14/2018 11:00
13-WALK-22.8-07242018-WS,"NITROGEN, NITRITE",14797-65-0,TRUE,,R1806960,7/24/2018 14:40,0.017,mg/l,NA,NA,NA,,0.007,mg/l,0.01,N,N,7/25/2018 14:36
13-WALK-22.8-07242018-WS,Cadmium,7440-43-9,TRUE,U,R1806960,7/24/2018 14:40,NA,ug/l,NA,NA,NA,,0.064,ug/l,1,N,N,8/3/2018 13:58
13-WALK-22.8-07242018-WS,"NITROGEN, NITRATE (AS N)",14797-55-8,TRUE,,R1806960,7/24/2018 14:40,1.22,mg/l,NA,NA,NA,,NA,mg/l,0.01,N,N,7/25/2018 14:36
13-WALK-22.8-07242018-WS,Nitrate+Nitrite as Nitrogen,NO3NO2N,TRUE,,R1806960,7/24/2018 14:40,1.24,mg/l,NA,NA,NA,,7.00E-04,mg/l,0.002,N,N,8/23/2018 16:23
13-WALK-22.8-07242018-WS,Calcium,7440-70-2,TRUE,E,R1806960,7/24/2018 14:40,53600,ug/l,NA,NA,NA,,110,ug/l,1000,N,N,7/30/2018 23:07
13-WALK-22.8-07242018-WS,Nickel,7440-02-0,TRUE,,R1806960,7/24/2018 14:40,1.8,ug/l,NA,NA,NA,,0.26,ug/l,1,N,N,8/3/2018 13:58
13-WALK-22.8-07242018-WS,Copper,7440-50-8,TRUE,,R1806960,7/24/2018 14:40,4.2,ug/l,NA,NA,NA,,0.66,ug/l,1,N,N,8/3/2018 13:58
13-WALK-22.8-07242018-WS,Lead,7439-92-1,TRUE,J,R1806960,7/24/2018 14:40,0.97,ug/l,NA,NA,NA,,0.067,ug/l,1,N,N,8/3/2018 13:58
13-WALK-22.8-07242018-WS,Magnesium,7439-95-4,TRUE,E,R1806960,7/24/2018 14:40,14400,ug/l,NA,NA,NA,,29,ug/l,1000,N,N,7/30/2018 23:07
13-WALK-22.8-07242018-WS,Arsenic,7440-38-2,TRUE,,R1806960,7/24/2018 14:40,1.8,ug/l,NA,NA,NA,,0.39,ug/l,1,N,N,8/3/2018 13:58
13-WALK-22.8-07242018-WS,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",TDS,TRUE,,R1806960,7/24/2018 14:40,340,mg/l,NA,NA,NA,,4,mg/l,10,N,N,7/26/2018 16:25
13-WALK-22.8-07242018-WS,Zinc,7440-66-6,TRUE,,R1806960,7/24/2018 14:40,6.6,ug/l,NA,NA,NA,,2.5,ug/l,5,N,N,8/3/2018 13:58
13-WALK-22.8-07242018-WS,Aluminum,7429-90-5,TRUE,,R1806960,7/24/2018 14:40,281,ug/l,NA,NA,NA,,23,ug/l,100,N,N,8/6/2018 16:17
13-WALK-22.8-07242018-WS,TURBIDITY,TURB,TRUE,,R1806960,7/24/2018 14:40,5.33,ntu,NA,NA,NA,,0.06,ntu,0.1,N,N,7/26/2018 10:30
13-WALK-22.8-08152018-W,Nitrate+Nitrite as Nitrogen,NO3NO2N,TRUE,,R1807869,8/15/2018 13:48,2.55,mg/l,NA,NA,NA,NA,0.004,mg/l,0.01,N,N,9/6/2018 18:33
13-WALK-22.8-08152018-W,"NITROGEN, NITRITE",14797-65-0,TRUE,,R1807869,8/15/2018 13:48,0.022,mg/l,NA,NA,NA,NA,0.007,mg/l,0.01,N,N,8/16/2018 18:06
13-WALK-22.8-08152018-W,Nitrogen,KN,TRUE,,R1807869,8/15/2018 13:48,3.95,mg/l,NA,NA,NA,NA,NA,mg/l,0.1,N,N,9/5/2018 12:50
13-WALK-22.8-08152018-W,"PHOSPHORUS, TOTAL (AS P)",7723-14-0,TRUE,,R1807869,8/15/2018 13:48,0.315,mg/l,NA,NA,NA,NA,0.02,mg/l,0.05,N,N,9/4/2018 17:53
13-WALK-22.8-08152018-W,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",TDS,TRUE,,R1807869,8/15/2018 13:48,274,mg/l,NA,NA,NA,NA,4,mg/l,10,N,N,8/22/2018 15:10
13-WALK-22.8-08152018-W,TURBIDITY,TURB,TRUE,,R1807869,8/15/2018 13:48,23.1,ntu,NA,NA,NA,NA,0.06,ntu,0.1,N,N,8/17/2018 9:00
13-WALK-22.8-08152018-W,"NITROGEN, KJELDAHL, TOTAL",KN,TRUE,,R1807869,8/15/2018 13:48,1.4,mg/l,NA,NA,NA,NA,0.08,mg/l,0.1,N,N,9/5/2018 12:50
13-WALK-22.8-08152018-W,"ALKALINITY, TOTAL (AS CaCO3)",ALK,TRUE,,R1807869,8/15/2018 13:48,89.6,mg/l,NA,NA,NA,NA,1,mg/l,2,N,N,8/27/2018 21:47
13-WALK-22.8-08152018-W,"Nitrogen, ammonia (As N)",7664-41-7,TRUE,,R1807869,8/15/2018 13:48,0.0577,mg/l,NA,NA,NA,NA,8.00E-04,mg/l,0.005,N,N,8/30/2018 21:07
13-WALK-22.8-08152018-W,CHLORIDE (AS CL),16887-00-6,TRUE,,R1807869,8/15/2018 13:48,55.9,mg/l,NA,NA,NA,NA,0.2,mg/l,2,N,N,8/30/2018 1:11
13-WALK-22.8-08152018-W,Chlorophyll A,479-61-8,TRUE,,R1807869,8/15/2018 13:48,3.05,ug/l,NA,NA,NA,NA,NA,ug/l,0.36,N,N,9/11/2018 12:25
13-WALK-22.8-08152018-W,HARDNESS (AS CACO3),HARD,TRUE,,R1807869,8/15/2018 13:48,145,mg/l,NA,NA,NA,NA,NA,mg/l,6.62,N,N,8/29/2018 20:52
13-WALK-22.8-08152018-W,"NITROGEN, NITRATE (AS N)",14797-55-8,TRUE,,R1807869,8/15/2018 13:48,2.53,mg/l,NA,NA,NA,NA,NA,mg/l,0.01,N,N,8/16/2018 18:06
13-WALK-22.8-08152018-W,Aluminum,7429-90-5,TRUE,,R1807869,8/15/2018 13:48,878,ug/l,NA,NA,NA,NA,23,ug/l,100,N,N,9/5/2018 15:21
13-WALK-22.8-08152018-W,Arsenic,7440-38-2,TRUE,,R1807869,8/15/2018 13:48,2.5,ug/l,NA,NA,NA,NA,0.39,ug/l,1,N,N,9/5/2018 15:51
13-WALK-22.8-08152018-W,Cadmium,7440-43-9,TRUE,J,R1807869,8/15/2018 13:48,0.55,ug/l,NA,NA,NA,NA,0.064,ug/l,1,N,N,9/5/2018 15:51
13-WALK-22.8-08152018-W,Copper,7440-50-8,TRUE,,R1807869,8/15/2018 13:48,6.3,ug/l,NA,NA,NA,NA,0.66,ug/l,1,N,N,9/5/2018 15:51
13-WALK-22.8-08152018-W,Lead,7439-92-1,TRUE,,R1807869,8/15/2018 13:48,2.8,ug/l,NA,NA,NA,NA,0.067,ug/l,1,N,N,9/5/2018 15:51
13-WALK-22.8-08152018-W,Calcium,7440-70-2,TRUE,,R1807869,8/15/2018 13:48,42500,ug/l,NA,NA,NA,NA,110,ug/l,1000,N,N,8/29/2018 20:52
13-WALK-22.8-08152018-W,Nickel,7440-02-0,TRUE,,R1807869,8/15/2018 13:48,3.5,ug/l,NA,NA,NA,NA,0.26,ug/l,1,N,N,9/5/2018 15:51
13-WALK-22.8-08152018-W,Silver,7440-22-4,TRUE,U,R1807869,8/15/2018 13:48,NA,ug/l,NA,NA,NA,NA,0.039,ug/l,1,N,N,9/5/2018 15:51
13-WALK-22.8-08152018-W,Iron,7439-89-6,TRUE,,R1807869,8/15/2018 13:48,2000,ug/l,NA,NA,NA,NA,13,ug/l,100,N,N,8/29/2018 20:52
13-WALK-22.8-08152018-W,Zinc,7440-66-6,TRUE,,R1807869,8/15/2018 13:48,18.6,ug/l,NA,NA,NA,NA,2.5,ug/l,5,N,N,9/5/2018 15:51
13-WALK-22.8-08152018-W,Magnesium,7439-95-4,TRUE,,R1807869,8/15/2018 13:48,9510,ug/l,NA,NA,NA,NA,29,ug/l,1000,N,N,8/29/2018 20:52
13-WALK-22.8-09062018-W,"ALKALINITY, TOTAL (AS CaCO3)",ALK,TRUE,,R1808568,9/6/2018 11:02,143,mg/l,NA,NA,NA,,1,mg/l,2,N,N,9/17/2018 18:02
13-WALK-22.8-09062018-W,Nitrate+Nitrite as Nitrogen,NO3NO2N,TRUE,,R1808568,9/6/2018 11:02,1.07,mg/l,NA,NA,NA,,7.00E-04,mg/l,0.002,N,N,9/13/2018 17:14
13-WALK-22.8-09062018-W,"NITROGEN, NITRITE",14797-65-0,TRUE,U,R1808568,9/6/2018 11:02,NA,mg/l,NA,NA,NA,,0.007,mg/l,0.01,N,N,9/7/2018 20:07
13-WALK-22.8-09062018-W,Nitrogen,KN,TRUE,,R1808568,9/6/2018 11:02,1.7,mg/l,NA,NA,NA,,NA,mg/l,0.1,N,N,9/24/2018 17:56
13-WALK-22.8-09062018-W,HARDNESS (AS CACO3),HARD,TRUE,,R1808568,9/6/2018 11:02,185,mg/l,NA,NA,NA,,NA,mg/l,6.62,N,N,9/14/2018 18:31
13-WALK-22.8-09062018-W,"NITROGEN, NITRATE (AS N)",14797-55-8,TRUE,,R1808568,9/6/2018 11:02,1.07,mg/l,NA,NA,NA,,NA,mg/l,0.01,N,N,9/7/2018 20:07
13-WALK-22.8-09062018-W,Copper,7440-50-8,TRUE,,R1808568,9/6/2018 11:02,3.5,ug/l,NA,NA,NA,,0.66,ug/l,1,N,N,9/14/2018 17:24
13-WALK-22.8-09062018-W,Lead,7439-92-1,TRUE,J,R1808568,9/6/2018 11:02,0.41,ug/l,NA,NA,NA,,0.067,ug/l,1,N,N,9/14/2018 17:24
13-WALK-22.8-09062018-W,Calcium,7440-70-2,TRUE,,R1808568,9/6/2018 11:02,49500,ug/l,NA,NA,NA,,110,ug/l,1000,N,N,9/14/2018 18:31
13-WALK-22.8-09062018-W,"NITROGEN, KJELDAHL, TOTAL",KN,TRUE,,R1808568,9/6/2018 11:02,0.63,mg/l,NA,NA,NA,,0.08,mg/l,0.1,N,N,9/24/2018 17:56
13-WALK-22.8-09062018-W,"PHOSPHORUS, TOTAL (AS P)",7723-14-0,TRUE,,R1808568,9/6/2018 11:02,0.125,mg/l,NA,NA,NA,,0.004,mg/l,0.01,N,N,9/21/2018 17:59
13-WALK-22.8-09062018-W,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",TDS,TRUE,,R1808568,9/6/2018 11:02,316,mg/l,NA,NA,NA,,4,mg/l,10,N,N,9/11/2018 10:30
13-WALK-22.8-09062018-W,Magnesium,7439-95-4,TRUE,,R1808568,9/6/2018 11:02,14900,ug/l,NA,NA,NA,,29,ug/l,1000,N,N,9/14/2018 18:31
13-WALK-22.8-09062018-W,Aluminum,7429-90-5,TRUE,,R1808568,9/6/2018 11:02,91.2,ug/l,NA,NA,NA,,2.3,ug/l,10,N,N,9/14/2018 17:24
13-WALK-22.8-09062018-W,"Nitrogen, ammonia (As N)",7664-41-7,TRUE,,R1808568,9/6/2018 11:02,0.0114,mg/l,NA,NA,NA,,8.00E-04,mg/l,0.005,N,N,9/18/2018 0:55
13-WALK-22.8-09062018-W,CHLORIDE (AS CL),16887-00-6,TRUE,,R1808568,9/6/2018 11:02,77,mg/l,NA,NA,NA,,0.3,mg/l,4,N,N,9/17/2018 15:50
13-WALK-22.8-09062018-W,Chlorophyll A,479-61-8,TRUE,,R1808568,9/6/2018 11:02,11.1,ug/l,NA,NA,NA,,NA,ug/l,0.8,N,N,9/19/2018 18:10
13-WALK-22.8-09062018-W,Zinc,7440-66-6,TRUE,J,R1808568,9/6/2018 11:02,4.5,ug/l,NA,NA,NA,,2.5,ug/l,5,N,N,9/14/2018 17:24
13-WALK-22.8-09062018-W,Arsenic,7440-38-2,TRUE,,R1808568,9/6/2018 11:02,1.4,ug/l,NA,NA,NA,,0.39,ug/l,1,N,N,9/14/2018 17:24
13-WALK-22.8-09062018-W,Cadmium,7440-43-9,TRUE,U,R1808568,9/6/2018 11:02,NA,ug/l,NA,NA,NA,,0.064,ug/l,1,N,N,9/14/2018 17:24
13-WALK-22.8-09062018-W,Iron,7439-89-6,TRUE,,R1808568,9/6/2018 11:02,221,ug/l,NA,NA,NA,,13,ug/l,100,N,N,9/14/2018 18:31
13-WALK-22.8-09062018-W,TURBIDITY,TURB,TRUE,,R1808568,9/6/2018 11:02,3.63,ntu,NA,NA,NA,,0.06,ntu,0.1,N,N,9/7/2018 12:30
13-WALK-22.8-09062018-W,Nickel,7440-02-0,TRUE,,R1808568,9/6/2018 11:02,1.3,ug/l,NA,NA,NA,,0.26,ug/l,1,N,N,9/14/2018 17:24
13-WALK-22.8-09062018-W,Silver,7440-22-4,TRUE,U,R1808568,9/6/2018 11:02,NA,ug/l,NA,NA,NA,,0.039,ug/l,1,N,N,9/14/2018 17:24
13-WALK-22.8-10022018-W,Nitrate+Nitrite as Nitrogen,NO3NO2N,TRUE,,R1809619,10/2/2018 13:07,0.851,mg/l,NA,NA,NA,,7.00E-04,mg/l,0.002,N,N,10/11/2018 18:02
13-WALK-22.8-10022018-W,"NITROGEN, NITRITE",14797-65-0,TRUE,U,R1809619,10/2/2018 13:07,NA,mg/l,NA,NA,NA,,0.007,mg/l,0.01,N,N,10/4/2018 21:32
13-WALK-22.8-10022018-W,"NITROGEN, NITRATE (AS N)",14797-55-8,TRUE,,R1809619,10/2/2018 13:07,0.851,mg/l,NA,NA,NA,,NA,mg/l,0.01,N,N,10/4/2018 21:32
13-WALK-22.8-10022018-W,"PHOSPHORUS, TOTAL (AS P)",7723-14-0,TRUE,,R1809619,10/2/2018 13:07,0.143,mg/l,NA,NA,NA,,0.01,mg/l,0.025,N,N,10/15/2018 18:51
13-WALK-22.8-10022018-W,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",TDS,TRUE,,R1809619,10/2/2018 13:07,227,mg/l,NA,NA,NA,,4,mg/l,10,N,N,10/7/2018 11:25
